STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG
HumanCerebralOrganoidsFetalNeocortex	specimen_from_organism	organ	embryo	http://purl.obolibrary.org/obo/UBERON_0000922
HumanCerebralOrganoidsFetalNeocortex	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
HumanCerebralOrganoidsFetalNeocortex	specimen_from_organism	organ_parts	neocortex	http://purl.obolibrary.org/obo/UBERON_0001950
HumanCerebralOrganoidsFetalNeocortex	organoid	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanCerebralOrganoidsFetalNeocortex	organoid	model_organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
HumanCerebralOrganoidsFetalNeocortex	organoid	age_unit	day	http://purl.obolibrary.org/obo/UO_0000033
HumanCerebralOrganoidsFetalNeocortex	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanCerebralOrganoidsFetalNeocortex	collection_protocol	method	immunosurgery	http://www.ebi.ac.uk/efo/EFO_0009808
HumanCerebralOrganoidsFetalNeocortex	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
HumanCerebralOrganoidsFetalNeocortex	collection_protocol	method	biopsy	http://www.ebi.ac.uk/efo/EFO_0009120
HumanCerebralOrganoidsFetalNeocortex	dissociation_protocol	method	MACS	http://www.ebi.ac.uk/efo/EFO_0009109
HumanCerebralOrganoidsFetalNeocortex	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HumanCerebralOrganoidsFetalNeocortex	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanCerebralOrganoidsFetalNeocortex	library_preparation_protocol	library_construction_method	fluidigm C1 prep	http://www.ebi.ac.uk/efo/EFO_0010058
HumanCerebralOrganoidsFetalNeocortex	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
HumanCerebralOrganoidsFetalNeocortex	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
HumanCerebralOrganoidsFetalNeocortex	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
SingleCellsAlzheimers	project	project_role	Human Cell Atlas Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
SingleCellsAlzheimers	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
SingleCellsAlzheimers	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
SingleCellsAlzheimers	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
SingleCellsAlzheimers	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
SingleCellsAlzheimers	donor_organism	diseases	Alzheimers disease	http://purl.obolibrary.org/obo/MONDO_0004975
SingleCellsAlzheimers	donor_organism	diseases	Mild cognitive impairment	http://purl.obolibrary.org/obo/MONDO_0013680
SingleCellsAlzheimers	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
SingleCellsAlzheimers	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
SingleCellsAlzheimers	specimen_from_organism	organ_parts	superior parietal lobe	http://purl.obolibrary.org/obo/UBERON_0006094
SingleCellsAlzheimers	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
SingleCellsAlzheimers	specimen_from_organism	diseases	Alzheimers disease	http://purl.obolibrary.org/obo/MONDO_0004975
SingleCellsAlzheimers	specimen_from_organism	diseases	Mild cognitive impairment	http://purl.obolibrary.org/obo/MONDO_0013680
SingleCellsAlzheimers	specimen_from_organism	organ_parts	superior frontal gyrus	http://purl.obolibrary.org/obo/UBERON_0006094
SingleCellsAlzheimers	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
SingleCellsAlzheimers	cell_suspension	selected_cell_types	microglia	http://purl.obolibrary.org/obo/CL_0000129
SingleCellsAlzheimers	collection_protocol	method	collecting specimen from organ postmortem	http://www.ebi.ac.uk/efo/EFO_0009627
SingleCellsAlzheimers	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
SingleCellsAlzheimers	dissociation_protocol	method	density gradient centrifugation	http://www.ebi.ac.uk/efo/EFO_0009112
SingleCellsAlzheimers	enrichment_protocol	method	size selection	http://www.ebi.ac.uk/efo/EFO_0009337
SingleCellsAlzheimers	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
SingleCellsAlzheimers	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
SingleCellsAlzheimers	library_preparation_protocol	library_construction_method	barcoded plate-based single-cell RNA-seq	http://www.ebi.ac.uk/efo/EFO_0010964
SingleCellsAlzheimers	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
SingleCellsAlzheimers	library_preparation_protocol	library_construction_method	RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0004187
SingleCellsAlzheimers	sequencing_protocol	instrument_manufacturer_model	Illumina NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
SingleCellsAlzheimers	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
SingleCellsAlzheimers	sequencing_protocol	method	bulk RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0009653
SingleCellsAlzheimers	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
SurveyhumanBrainTranscriptomediversity	project	project_role	experimental scientist	http://www.ebi.ac.uk/efo/EFO_0009741
SurveyhumanBrainTranscriptomediversity	project	project_role	data wrangler intern	http://www.ebi.ac.uk/efo/EFO_0009737
SurveyhumanBrainTranscriptomediversity	project	project_role	data wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
SurveyhumanBrainTranscriptomediversity	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
SurveyhumanBrainTranscriptomediversity	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
SurveyhumanBrainTranscriptomediversity	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
SurveyhumanBrainTranscriptomediversity	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
SurveyhumanBrainTranscriptomediversity	donor_organism	development_stage	human fetal stage	http://purl.obolibrary.org/obo/HsapDv_0000037
SurveyhumanBrainTranscriptomediversity	donor_organism	gestational_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
SurveyhumanBrainTranscriptomediversity	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
SurveyhumanBrainTranscriptomediversity	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
SurveyhumanBrainTranscriptomediversity	specimen_from_organism	organ_parts	cortex	http://purl.obolibrary.org/obo/UBERON_0016529
SurveyhumanBrainTranscriptomediversity	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
SurveyhumanBrainTranscriptomediversity	specimen_from_organism	organ_parts	hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421
SurveyhumanBrainTranscriptomediversity	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
SurveyhumanBrainTranscriptomediversity	cell_suspension	selected_cell_types	astrocytes	http://purl.obolibrary.org/obo/CL_0000127
SurveyhumanBrainTranscriptomediversity	cell_suspension	selected_cell_types	endothelial	http://purl.obolibrary.org/obo/CL_0000115
SurveyhumanBrainTranscriptomediversity	cell_suspension	selected_cell_types	microglia	http://purl.obolibrary.org/obo/CL_0000129
SurveyhumanBrainTranscriptomediversity	cell_suspension	selected_cell_types	neurons	http://purl.obolibrary.org/obo/CL_0000540
SurveyhumanBrainTranscriptomediversity	cell_suspension	selected_cell_types	oligodendrocytes	http://purl.obolibrary.org/obo/CL_0000128
SurveyhumanBrainTranscriptomediversity	cell_suspension	selected_cell_types	OPC	http://purl.obolibrary.org/obo/CL_0002453
SurveyhumanBrainTranscriptomediversity	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
SurveyhumanBrainTranscriptomediversity	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
SurveyhumanBrainTranscriptomediversity	enrichment_protocol	method	CD45 panning	http://www.ebi.ac.uk/efo/EFO_0009108
SurveyhumanBrainTranscriptomediversity	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
SurveyhumanBrainTranscriptomediversity	library_preparation_protocol	library_construction_method	Fluidigm C1	http://www.ebi.ac.uk/efo/EFO_0010058
SurveyhumanBrainTranscriptomediversity	library_preparation_protocol	library_preamplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
SurveyhumanBrainTranscriptomediversity	sequencing_protocol	instrument_manufacturer_model	Illumina MiSeq	http://www.ebi.ac.uk/efo/EFO_0004205
SurveyhumanBrainTranscriptomediversity	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
SurveyhumanBrainTranscriptomediversity	sequencing_protocol	instrument_manufacturer_model	Illumina NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
SurveyhumanBrainTranscriptomediversity	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
DropletSequencingNaturalGeneticVariation	project	project_role	experimental scientist	http://www.ebi.ac.uk/efo/EFO_0009741
DropletSequencingNaturalGeneticVariation	project	project_role	data wrangler intern	http://www.ebi.ac.uk/efo/EFO_0009737
DropletSequencingNaturalGeneticVariation	project	project_role	Human cell Atlas Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
DropletSequencingNaturalGeneticVariation	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
DropletSequencingNaturalGeneticVariation	donor_organism	development_stage	unknown	http://purl.obolibrary.org/obo/HsapDv_0000087
DropletSequencingNaturalGeneticVariation	donor_organism	diseases	lupus	http://purl.obolibrary.org/obo/MONDO_0004670
DropletSequencingNaturalGeneticVariation	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
DropletSequencingNaturalGeneticVariation	specimen_from_organism	organ	blood	http://purl.obolibrary.org/obo/UBERON_0000178
DropletSequencingNaturalGeneticVariation	specimen_from_organism	diseases	lupus	http://purl.obolibrary.org/obo/MONDO_0004670
DropletSequencingNaturalGeneticVariation	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
DropletSequencingNaturalGeneticVariation	cell_suspension	selected_cell_types	peripheral blood mononuclear cells	http://purl.obolibrary.org/obo/CL_2000001
DropletSequencingNaturalGeneticVariation	collection_protocol	method	blood draw	http://www.ebi.ac.uk/efo/EFO_0009121
DropletSequencingNaturalGeneticVariation	enrichment_protocol	method	Ficoll	http://www.ebi.ac.uk/efo/EFO_0009110
DropletSequencingNaturalGeneticVariation	library_preparation_protocol	input_nucleic_acid_molecule	total RNA	http://www.ebi.ac.uk/efo/EFO_0004964
DropletSequencingNaturalGeneticVariation	library_preparation_protocol	library_construction_method	10x sequencing	http://www.ebi.ac.uk/efo/EFO_0008995
DropletSequencingNaturalGeneticVariation	library_preparation_protocol	cdna_library_amplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
DropletSequencingNaturalGeneticVariation	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
DropletSequencingNaturalGeneticVariation	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
DropletSequencingNaturalGeneticVariation	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
HumanT2DPancreas	project	project_role	Experimental Scientist	http://www.ebi.ac.uk/efo/EFO_0009741
HumanT2DPancreas	project	project_role	Data curator	http://www.ebi.ac.uk/efo/EFO_0009737
HumanT2DPancreas	donor_organism	ethnicity	White	http://purl.obolibrary.org/obo/HANCESTRO_0005
HumanT2DPancreas	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanT2DPancreas	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HumanT2DPancreas	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HumanT2DPancreas	donor_organism	diseases	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148
HumanT2DPancreas	donor_organism	ethnicity	Hispanic	http://purl.obolibrary.org/obo/HANCESTRO_0014
HumanT2DPancreas	donor_organism	ethnicity	African American	http://purl.obolibrary.org/obo/HANCESTRO_0568
HumanT2DPancreas	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanT2DPancreas	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanT2DPancreas	specimen_from_organism	organ	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264
HumanT2DPancreas	specimen_from_organism	organ_parts	islet of Langerhans	http://purl.obolibrary.org/obo/UBERON_0000006
HumanT2DPancreas	specimen_from_organism	diseases	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148
HumanT2DPancreas	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanT2DPancreas	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanT2DPancreas	cell_suspension	selected_cell_types	exocrine cell	http://purl.obolibrary.org/obo/CL_0000152
HumanT2DPancreas	cell_suspension	selected_cell_types	type B pancreatic cell	http://purl.obolibrary.org/obo/CL_0000169
HumanT2DPancreas	cell_suspension	selected_cell_types	pancreatic stellate cell	http://purl.obolibrary.org/obo/CL_0002410
HumanT2DPancreas	cell_suspension	selected_cell_types	pancreatic ductal cell	http://purl.obolibrary.org/obo/CL_0002079
HumanT2DPancreas	cell_suspension	selected_cell_types	pancreatic A cell	http://purl.obolibrary.org/obo/CL_0000171
HumanT2DPancreas	cell_suspension	selected_cell_types	pancreatic acinar cell	http://purl.obolibrary.org/obo/CL_0002064
HumanT2DPancreas	cell_suspension	selected_cell_types	Gamma/pancreatic polypeptide	http://purl.obolibrary.org/obo/CL_0002275
HumanT2DPancreas	cell_suspension	selected_cell_types	pancreatic D cell	http://purl.obolibrary.org/obo/CL_0000173
HumanT2DPancreas	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
HumanT2DPancreas	dissociation_protocol	method	Enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HumanT2DPancreas	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HumanT2DPancreas	library_preparation_protocol	library_construction_method	Fluidigm C1-based library preparation	http://www.ebi.ac.uk/efo/EFO_0010058
HumanT2DPancreas	sequencing_protocol	instrument_manufacturer_model	Illumina NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
HumanT2DPancreas	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
HumanT2DPancreas	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
RevisedAirwayEpithelialHierarchy	project	project_role	experimental scientist	http://www.ebi.ac.uk/efo/EFO_0009741
RevisedAirwayEpithelialHierarchy	project	project_role	data wrangling intern	http://www.ebi.ac.uk/efo/EFO_0009737
RevisedAirwayEpithelialHierarchy	project	project_role	data wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
RevisedAirwayEpithelialHierarchy	donor_organism	strain	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181
RevisedAirwayEpithelialHierarchy	donor_organism	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
RevisedAirwayEpithelialHierarchy	donor_organism	organism_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
RevisedAirwayEpithelialHierarchy	donor_organism	development_stage	mouse adolescent to adult stage	http://www.ebi.ac.uk/efo/EFO_0001272
RevisedAirwayEpithelialHierarchy	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
RevisedAirwayEpithelialHierarchy	specimen_from_organism	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
RevisedAirwayEpithelialHierarchy	specimen_from_organism	organ	trachea	http://purl.obolibrary.org/obo/UBERON_0003126
RevisedAirwayEpithelialHierarchy	specimen_from_organism	organ_parts	epithelium of trachea	http://purl.obolibrary.org/obo/UBERON_0001901
RevisedAirwayEpithelialHierarchy	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
RevisedAirwayEpithelialHierarchy	cell_suspension	genus_species	Mus musculus	http://purl.obolibrary.org/obo/NCBITaxon_10090
RevisedAirwayEpithelialHierarchy	cell_suspension	selected_cell_types	club cell	http://purl.obolibrary.org/obo/CL_0000158
RevisedAirwayEpithelialHierarchy	cell_suspension	selected_cell_types	ciliated cell	http://purl.obolibrary.org/obo/CL_0000064
RevisedAirwayEpithelialHierarchy	cell_suspension	selected_cell_types	basal cell	http://purl.obolibrary.org/obo/CL_0000646
RevisedAirwayEpithelialHierarchy	cell_suspension	selected_cell_types	tuft cell	http://purl.obolibrary.org/obo/CL_0002204
RevisedAirwayEpithelialHierarchy	cell_suspension	selected_cell_types	ionocyte	http://purl.obolibrary.org/obo/CL_0005006
RevisedAirwayEpithelialHierarchy	cell_suspension	selected_cell_types	neuroendocrine cell	http://purl.obolibrary.org/obo/CL_0000165
RevisedAirwayEpithelialHierarchy	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
RevisedAirwayEpithelialHierarchy	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
RevisedAirwayEpithelialHierarchy	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
RevisedAirwayEpithelialHierarchy	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
RevisedAirwayEpithelialHierarchy	library_preparation_protocol	library_construction_method	Smart-seq2	http://www.ebi.ac.uk/efo/EFO_0008931
RevisedAirwayEpithelialHierarchy	sequencing_protocol	instrument_manufacturer_model	Illumina NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
RevisedAirwayEpithelialHierarchy	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
RevisedAirwayEpithelialHierarchy	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
CsfFromTwinsDiscordantForMultSclerosis	project	project_role	experimental scientist	http://www.ebi.ac.uk/efo/EFO_0009741
CsfFromTwinsDiscordantForMultSclerosis	project	project_role	data curator	http://www.ebi.ac.uk/efo/EFO_0009737
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	diseases	subclinical neuro-inflammation	http://purl.obolibrary.org/obo/MONDO_0015144
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	diseases	relapsing-remitting multiple sclerosis	http://purl.obolibrary.org/obo/MONDO_0005314
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	diseases	secondary progressive multiple sclerosis	http://purl.obolibrary.org/obo/MONDO_0000450
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	diseases	autoimmune encephalitis	http://purl.obolibrary.org/obo/MONDO_0020640
CsfFromTwinsDiscordantForMultSclerosis	donor_organism	diseases	anti-NMDA receptor encephalitis	http://purl.obolibrary.org/obo/MONDO_0021081
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	organ	immune system	http://purl.obolibrary.org/obo/UBERON_0002405
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	organ_parts	cerebrospinal fluid	http://purl.obolibrary.org/obo/UBERON_0001359
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	diseases	subclinical neuro-inflammation	http://purl.obolibrary.org/obo/MONDO_0015144
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	diseases	relapsing-remitting multiple sclerosis	http://purl.obolibrary.org/obo/MONDO_0005314
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	diseases	secondary progressive multiple sclerosis	http://purl.obolibrary.org/obo/MONDO_0000450
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	diseases	autoimmune encephalitis	http://purl.obolibrary.org/obo/MONDO_0020640
CsfFromTwinsDiscordantForMultSclerosis	specimen_from_organism	diseases	anti-NMDA receptor encephalitis	http://purl.obolibrary.org/obo/MONDO_0021081
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	selected_cell_types	B cell	http://purl.obolibrary.org/obo/CL_0000236
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	selected_cell_types	T cell	http://purl.obolibrary.org/obo/CL_0000084
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	selected_cell_types	dendritic cell	http://purl.obolibrary.org/obo/CL_0000451
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	selected_cell_types	monocyte	http://purl.obolibrary.org/obo/CL_0000576
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	selected_cell_types	natural killer cell	http://purl.obolibrary.org/obo/CL_0000623
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	selected_cell_types	pre-conventional dendritic cell	http://purl.obolibrary.org/obo/CL_0002010
CsfFromTwinsDiscordantForMultSclerosis	cell_suspension	selected_cell_types	plasmablast	http://purl.obolibrary.org/obo/CL_0000980
CsfFromTwinsDiscordantForMultSclerosis	collection_protocol	method	micropuncture fluid collection	http://www.ebi.ac.uk/efo/EFO_0009744
CsfFromTwinsDiscordantForMultSclerosis	enrichment_protocol	method	FACS	http://www.ebi.ac.uk/efo/EFO_0009108
CsfFromTwinsDiscordantForMultSclerosis	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
CsfFromTwinsDiscordantForMultSclerosis	library_preparation_protocol	library_construction_method	Smart-like	http://www.ebi.ac.uk/efo/EFO_0010184
CsfFromTwinsDiscordantForMultSclerosis	library_preparation_protocol	cdna_library_amplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
CsfFromTwinsDiscordantForMultSclerosis	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 1500	http://www.ebi.ac.uk/efo/EFO_0011027
CsfFromTwinsDiscordantForMultSclerosis	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
CsfFromTwinsDiscordantForMultSclerosis	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
StemCellsInChronicMyeloidLeukemia	project	project_role	computational scientist	http://www.ebi.ac.uk/efo/EFO_0009742
StemCellsInChronicMyeloidLeukemia	project	project_role	data wrangling intern	http://www.ebi.ac.uk/efo/EFO_0009737
StemCellsInChronicMyeloidLeukemia	project	project_role	Human cell Atlas Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
StemCellsInChronicMyeloidLeukemia	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
StemCellsInChronicMyeloidLeukemia	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
StemCellsInChronicMyeloidLeukemia	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
StemCellsInChronicMyeloidLeukemia	donor_organism	diseases	chronic myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0020312
StemCellsInChronicMyeloidLeukemia	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
StemCellsInChronicMyeloidLeukemia	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
StemCellsInChronicMyeloidLeukemia	specimen_from_organism	organ	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390
StemCellsInChronicMyeloidLeukemia	specimen_from_organism	organ_parts	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371
StemCellsInChronicMyeloidLeukemia	specimen_from_organism	diseases	chronic myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0020312
StemCellsInChronicMyeloidLeukemia	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
StemCellsInChronicMyeloidLeukemia	cell_line	model_organ	hematopoietic system	http://purl.obolibrary.org/obo/UBERON_0002390
StemCellsInChronicMyeloidLeukemia	cell_line	cell_type	hematopoietic malignant cells	http://purl.obolibrary.org/obo/CL_0000988
StemCellsInChronicMyeloidLeukemia	cell_line	tissue	bone marrow	http://purl.obolibrary.org/obo/UBERON_0002371
StemCellsInChronicMyeloidLeukemia	cell_line	disease	chronic myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0020312
StemCellsInChronicMyeloidLeukemia	cell_line	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
StemCellsInChronicMyeloidLeukemia	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
StemCellsInChronicMyeloidLeukemia	cell_suspension	selected_cell_types	Lin–CD34+CD38− cell	http://purl.obolibrary.org/obo/CL_0001024
StemCellsInChronicMyeloidLeukemia	collection_protocol	method	bone marrow aspiration	http://www.ebi.ac.uk/efo/EFO_0009292
StemCellsInChronicMyeloidLeukemia	enrichment_protocol	method	Ficoll density gradient	http://www.ebi.ac.uk/efo/EFO_0009112
StemCellsInChronicMyeloidLeukemia	enrichment_protocol	method	FACS	http://www.ebi.ac.uk/efo/EFO_0009108
StemCellsInChronicMyeloidLeukemia	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
StemCellsInChronicMyeloidLeukemia	library_preparation_protocol	library_construction_method	Smart-seq2	http://www.ebi.ac.uk/efo/EFO_0008931
StemCellsInChronicMyeloidLeukemia	library_preparation_protocol	cdna_library_amplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
StemCellsInChronicMyeloidLeukemia	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2000	http://www.ebi.ac.uk/efo/EFO_0004203
StemCellsInChronicMyeloidLeukemia	sequencing_protocol	method	full length single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008441
StemCellsInChronicMyeloidLeukemia	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
